epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,2879.78,1.26919,2.10642,0.84913,0.20026,0.58173,0.27471,0.18462,0.98108,1.79904,0.73972,0.0006238,0.0006238,0.0006238
40,2980.34,1.18678,2.0893,0.84734,0.20095,0.52217,0.27051,0.17753,0.93114,1.78354,0.73429,0.0006139,0.0006139,0.0006139
41,3083.09,1.1375,2.08516,0.84514,0.17866,0.6123,0.2654,0.17724,0.98839,1.85121,0.74958,0.000604,0.000604,0.000604
42,3184.46,1.13533,2.05497,0.83651,0.21315,0.48133,0.28219,0.1867,0.90617,1.76156,0.73405,0.0005941,0.0005941,0.0005941
43,3266.46,1.13645,2.10654,0.84885,0.172,0.63416,0.26863,0.17605,0.89411,1.78884,0.73389,0.0005842,0.0005842,0.0005842
44,3330.28,1.17366,2.05981,0.84164,0.20198,0.48557,0.26727,0.17738,1.01754,1.80465,0.73805,0.0005743,0.0005743,0.0005743
45,3392.83,1.15094,2.04904,0.83663,0.22411,0.60776,0.27936,0.1936,0.85761,1.71998,0.72828,0.0005644,0.0005644,0.0005644
46,3456.67,1.20032,2.10574,0.85127,0.17762,0.63456,0.28643,0.18967,0.89652,1.7321,0.7367,0.0005545,0.0005545,0.0005545
47,3524.26,1.14884,2.07177,0.83209,0.18036,0.65288,0.29178,0.19704,0.87994,1.8025,0.73182,0.0005446,0.0005446,0.0005446
48,3588.44,1.13672,2.01727,0.84173,0.18503,0.68332,0.27017,0.19352,0.79839,1.74672,0.73684,0.0005347,0.0005347,0.0005347
49,3652.05,1.17885,2.08392,0.84076,0.18964,0.67241,0.2938,0.19657,0.90172,1.7317,0.73687,0.0005248,0.0005248,0.0005248
50,3714.58,1.16659,2.04002,0.83429,0.20323,0.63039,0.29445,0.1957,0.89879,1.75765,0.7465,0.0005149,0.0005149,0.0005149
51,3776.99,1.1377,2.03596,0.83739,0.24163,0.44749,0.31065,0.20493,0.86447,1.74433,0.73287,0.000505,0.000505,0.000505
52,3839.38,1.15292,2.01665,0.82489,0.22465,0.68618,0.32084,0.22227,0.88518,1.71076,0.73528,0.0004951,0.0004951,0.0004951
53,3902.16,1.10603,1.98755,0.81948,0.17064,0.77103,0.31204,0.22214,0.81187,1.69615,0.73146,0.0004852,0.0004852,0.0004852
54,3964.57,1.10337,1.98832,0.84391,0.254,0.52933,0.31682,0.22054,0.86184,1.7003,0.73755,0.0004753,0.0004753,0.0004753
55,4033.65,1.15235,2.06501,0.84081,0.30024,0.55152,0.34428,0.23635,0.85674,1.69458,0.73567,0.0004654,0.0004654,0.0004654
56,4097.3,1.10844,2.00364,0.85277,0.20428,0.63299,0.31212,0.2181,0.90019,1.75376,0.74745,0.0004555,0.0004555,0.0004555
57,4159.85,1.05888,1.98024,0.83874,0.22094,0.5978,0.33435,0.22462,0.79357,1.67322,0.73359,0.0004456,0.0004456,0.0004456
58,4222.23,1.06477,1.91361,0.83065,0.24206,0.56841,0.3269,0.2294,0.80777,1.70943,0.73418,0.0004357,0.0004357,0.0004357
59,4284.11,1.06617,1.93717,0.82951,0.23782,0.55512,0.34799,0.24155,0.81756,1.66309,0.7316,0.0004258,0.0004258,0.0004258
60,4346.02,1.01538,1.87054,0.81759,0.21326,0.66994,0.31954,0.21699,0.88457,1.71962,0.74168,0.0004159,0.0004159,0.0004159
61,4408.8,1.05605,1.92816,0.82899,0.25,0.55102,0.34446,0.22872,0.85901,1.67754,0.73288,0.000406,0.000406,0.000406
62,4473.12,1.05701,1.93219,0.8259,0.26623,0.50188,0.34734,0.23603,0.82089,1.68018,0.73434,0.0003961,0.0003961,0.0003961
63,4536.48,1.03738,1.88222,0.83176,0.29311,0.47848,0.34923,0.24608,0.78956,1.65253,0.72912,0.0003862,0.0003862,0.0003862
64,4600.08,1.05945,1.91588,0.83456,0.31075,0.52788,0.35967,0.25067,0.75268,1.64894,0.73241,0.0003763,0.0003763,0.0003763
65,4662.68,1.02199,1.92194,0.83142,0.22791,0.55859,0.35312,0.2435,0.7658,1.65675,0.735,0.0003664,0.0003664,0.0003664
